player,team,type,xT_added,x,y,end_x,end_y
Andrea Barzagli,Juventus,Pass,0.001382170000000002,65.0,80.0,69.0,68.0
Gonzalo Gerardo Higuaín,Juventus,Pass,0.0013325099999999986,64.0,67.0,72.0,76.0
Daniel Alves da Silva,Juventus,Pass,0.0,72.0,76.0,77.0,70.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.0,77.0,70.0,71.0,73.0
Miralem Pjanić,Juventus,Pass,0.0007771499999999973,62.0,67.0,65.0,46.0
Sami Khedira,Juventus,Pass,0.0018081900000000012,64.0,40.0,73.0,17.0
Alex Sandro Lobo Silva,Juventus,Pass,0.006298700000000001,93.0,23.0,109.0,8.0
Mario Mandžukić,Juventus,Pass,0.05347953999999999,109.0,7.0,106.0,34.0
Keylor Navas Gamboa,Real Madrid,Pass,0.0005442399999999997,8.0,28.0,28.0,11.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0021463600000000017,29.0,9.0,34.0,16.0
Toni Kroos,Real Madrid,Pass,-0.0008183100000000009,35.0,16.0,35.0,8.0
Daniel Alves da Silva,Juventus,Pass,-0.00551751,92.0,69.0,89.0,63.0
Miralem Pjanić,Juventus,Pass,-0.0009806999999999975,92.0,62.0,95.0,55.0
Toni Kroos,Real Madrid,Pass,0.0041410599999999985,37.0,13.0,61.0,2.0
Leonardo Bonucci,Juventus,Pass,0.005234740000000002,67.0,73.0,74.0,43.0
Keylor Navas Gamboa,Real Madrid,Pass,-0.002378680000000001,10.0,33.0,28.0,6.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0008183100000000009,36.0,5.0,35.0,14.0
Toni Kroos,Real Madrid,Pass,0.002096839999999999,35.0,16.0,44.0,21.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0002191399999999996,35.0,23.0,32.0,46.0
Raphaël Varane,Real Madrid,Pass,0.0013788199999999994,32.0,51.0,50.0,75.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0006678699999999992,49.0,75.0,34.0,64.0
Raphaël Varane,Real Madrid,Pass,0.0,34.0,56.0,35.0,26.0
Sergio Ramos García,Real Madrid,Pass,-0.0002082999999999998,42.0,23.0,56.0,4.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.011531769999999998,55.0,5.0,88.0,10.0
Leonardo Bonucci,Juventus,Pass,0.0,42.0,77.0,45.0,78.0
Andrea Barzagli,Juventus,Pass,0.01282716,64.0,80.0,92.0,72.0
Sergio Ramos García,Real Madrid,Pass,0.01025493,29.0,9.0,71.0,13.0
Giorgio Chiellini,Juventus,Pass,0.004858069999999999,50.0,68.0,77.0,60.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0,44.0,21.0,49.0,21.0
Luka Modrić,Real Madrid,Pass,-0.0015871199999999992,46.0,21.0,36.0,56.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0027146800000000006,72.0,77.0,64.0,73.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.001382170000000002,64.0,73.0,62.0,63.0
Luka Modrić,Real Madrid,Pass,-0.0022727300000000006,62.0,63.0,57.0,67.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.003049879999999998,57.0,60.0,63.0,43.0
Toni Kroos,Real Madrid,Pass,-0.0020492999999999987,63.0,43.0,55.0,44.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0020101599999999987,57.0,38.0,63.0,54.0
Luka Modrić,Real Madrid,Pass,-0.0010005799999999992,56.0,43.0,55.0,13.0
Sergio Ramos García,Real Madrid,Pass,0.0008905599999999986,55.0,13.0,63.0,4.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.01282716,63.0,4.0,91.0,4.0
Andrea Barzagli,Juventus,Pass,0.0,16.0,77.0,17.0,70.0
Leonardo Bonucci,Juventus,Pass,0.00198043,17.0,70.0,36.0,77.0
Daniel Alves da Silva,Juventus,Pass,0.0014861800000000001,36.0,77.0,42.0,70.0
Miralem Pjanić,Juventus,Pass,0.0,42.0,70.0,47.0,70.0
Gonzalo Gerardo Higuaín,Juventus,Pass,0.0,47.0,70.0,45.0,77.0
Daniel Alves da Silva,Juventus,Pass,0.0,45.0,77.0,46.0,73.0
Miralem Pjanić,Juventus,Pass,0.0,45.0,73.0,48.0,72.0
Andrea Barzagli,Juventus,Pass,0.0,58.0,80.0,52.0,77.0
Daniel Alves da Silva,Juventus,Pass,0.0,51.0,78.0,59.0,76.0
Gonzalo Gerardo Higuaín,Juventus,Pass,-0.00122067,58.0,79.0,47.0,78.0
Andrea Barzagli,Juventus,Pass,0.00122067,47.0,78.0,51.0,71.0
Miralem Pjanić,Juventus,Pass,0.0004458799999999992,51.0,69.0,57.0,57.0
Sami Khedira,Juventus,Pass,-0.003696379999999999,57.0,57.0,33.0,62.0
Leonardo Bonucci,Juventus,Pass,0.0041410599999999985,37.0,61.0,66.0,6.0
Mario Mandžukić,Juventus,Pass,0.0027146800000000006,66.0,6.0,76.0,5.0
Alex Sandro Lobo Silva,Juventus,Pass,-0.00010719000000000006,82.0,23.0,89.0,18.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.0038807899999999985,86.0,31.0,78.0,35.0
Miralem Pjanić,Juventus,Pass,0.009562019999999997,78.0,35.0,90.0,69.0
Daniel Alves da Silva,Juventus,Pass,0.01694449,92.0,69.0,119.0,12.0
Mario Mandžukić,Juventus,Pass,0.21097459000000002,116.0,11.0,110.0,46.0
Keylor Navas Gamboa,Real Madrid,Pass,0.014344949999999999,10.0,53.0,85.0,56.0
Giorgio Chiellini,Juventus,Pass,0.00015814999999999926,36.0,25.0,44.0,6.0
Giorgio Chiellini,Juventus,Pass,0.0025826300000000007,44.0,6.0,56.0,11.0
Sami Khedira,Juventus,Pass,-0.0013619600000000006,56.0,11.0,57.0,4.0
Giorgio Chiellini,Juventus,Pass,0.0068678800000000016,58.0,3.0,72.0,25.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.004500169999999998,72.0,25.0,86.0,41.0
Sergio Ramos García,Real Madrid,Pass,0.0035222199999999995,38.0,39.0,56.0,33.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0020492999999999987,56.0,33.0,64.0,40.0
Leonardo Bonucci,Juventus,Pass,0.009276419999999999,57.0,41.0,81.0,54.0
Gonzalo Gerardo Higuaín,Juventus,Pass,-0.00722712,81.0,54.0,69.0,42.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.0,69.0,43.0,67.0,49.0
Toni Kroos,Real Madrid,Pass,-0.0002082999999999998,49.0,29.0,55.0,5.0
Andrea Barzagli,Juventus,Pass,0.00122067,44.0,80.0,58.0,77.0
Toni Kroos,Real Madrid,Pass,0.0,61.0,2.0,65.0,7.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.002252519999999999,65.0,7.0,58.0,8.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.002252519999999999,58.0,8.0,62.0,2.0
Toni Kroos,Real Madrid,Pass,0.0001100200000000006,62.0,6.0,54.0,44.0
Luka Modrić,Real Madrid,Pass,0.0005945000000000013,63.0,52.0,70.0,74.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0013325099999999986,70.0,74.0,65.0,63.0
Luka Modrić,Real Madrid,Pass,0.005103159999999999,65.0,63.0,84.0,71.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0037706500000000004,84.0,73.0,77.0,78.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0037706500000000004,77.0,78.0,81.0,71.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0004792700000000004,49.0,13.0,48.0,33.0
Miralem Pjanić,Juventus,Pass,0.0,53.0,33.0,54.0,49.0
Daniel Alves da Silva,Juventus,Pass,0.0,54.0,49.0,54.0,41.0
Miralem Pjanić,Juventus,Pass,-0.003741359999999999,54.0,41.0,37.0,52.0
Leonardo Bonucci,Juventus,Pass,0.05673810000000001,43.0,55.0,118.0,29.0
Keylor Navas Gamboa,Real Madrid,Pass,-9.369000000000044e-05,9.0,52.0,18.0,12.0
Sergio Ramos García,Real Madrid,Pass,0.0009907000000000006,19.0,10.0,35.0,3.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0023706000000000005,35.0,3.0,42.0,14.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0030754200000000023,69.0,31.0,77.0,48.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0034407200000000013,85.0,54.0,92.0,76.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0009806999999999975,92.0,69.0,97.0,54.0
Luka Modrić,Real Madrid,Pass,0.0,104.0,55.0,106.0,58.0
Leonardo Bonucci,Juventus,Pass,-0.0009915600000000007,12.0,29.0,11.0,15.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0012271500000000015,11.0,14.0,26.0,25.0
Mario Mandžukić,Juventus,Pass,-0.0005892200000000014,27.0,25.0,26.0,19.0
Sami Khedira,Juventus,Pass,0.0016808000000000014,26.0,19.0,37.0,25.0
Mario Mandžukić,Juventus,Pass,-0.0013679799999999995,40.0,28.0,37.0,37.0
Miralem Pjanić,Juventus,Pass,0.0013679799999999995,37.0,37.0,41.0,59.0
Daniel Alves da Silva,Juventus,Pass,0.0,41.0,59.0,43.0,52.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.0032679200000000005,42.0,53.0,27.0,60.0
Andrea Barzagli,Juventus,Pass,0.0018389500000000007,27.0,60.0,44.0,73.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.0008844200000000003,44.0,73.0,44.0,62.0
Miralem Pjanić,Juventus,Pass,0.0020442199999999994,44.0,59.0,66.0,1.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.00033624999999999974,55.0,80.0,41.0,65.0
Raphaël Varane,Real Madrid,Pass,0.00050972,38.0,60.0,38.0,26.0
Sergio Ramos García,Real Madrid,Pass,0.00033624999999999974,42.0,19.0,57.0,6.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.003634690000000001,57.0,6.0,69.0,12.0
Karim Benzema,Real Madrid,Pass,-0.003634690000000001,66.0,11.0,56.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.00033624999999999974,54.0,7.0,43.0,15.0
Sergio Ramos García,Real Madrid,Pass,0.0005445499999999995,41.0,19.0,43.0,55.0
Raphaël Varane,Real Madrid,Pass,0.00033624999999999974,43.0,61.0,57.0,75.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.003634690000000001,55.0,76.0,63.0,64.0
Luka Modrić,Real Madrid,Pass,-0.0034263900000000014,62.0,63.0,48.0,55.0
Raphaël Varane,Real Madrid,Pass,0.00215424,49.0,55.0,57.0,35.0
Toni Kroos,Real Madrid,Pass,0.0005945000000000013,61.0,28.0,72.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0519792,72.0,5.0,120.0,26.0
Gianluigi Buffon,Juventus,Pass,-0.0019098400000000003,7.0,41.0,9.0,67.0
Leonardo Bonucci,Juventus,Pass,0.003603900000000001,9.0,67.0,36.0,58.0
Miralem Pjanić,Juventus,Pass,-0.00109158,36.0,55.0,29.0,28.0
Giorgio Chiellini,Juventus,Pass,0.00159954,42.0,27.0,56.0,29.0
Miralem Pjanić,Juventus,Pass,0.002456040000000003,63.0,34.0,78.0,53.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.004771079999999997,77.0,54.0,80.0,52.0
Luka Modrić,Real Madrid,Pass,0.0020101599999999987,50.0,33.0,67.0,26.0
Andrea Barzagli,Juventus,Pass,-0.0016648199999999991,55.0,55.0,45.0,41.0
Giorgio Chiellini,Juventus,Pass,-0.0004792700000000004,47.0,35.0,49.0,10.0
Alex Sandro Lobo Silva,Juventus,Pass,0.002252519999999999,51.0,9.0,64.0,6.0
Mario Mandžukić,Juventus,Pass,-0.002588769999999999,64.0,6.0,41.0,18.0
Giorgio Chiellini,Juventus,Pass,0.0021440899999999995,40.0,19.0,50.0,27.0
Miralem Pjanić,Juventus,Pass,-0.0029675199999999995,50.0,27.0,37.0,40.0
Leonardo Bonucci,Juventus,Pass,0.005532379999999998,37.0,40.0,64.0,53.0
Toni Kroos,Real Madrid,Pass,0.0006193799999999992,70.0,26.0,78.0,38.0
Luka Modrić,Real Madrid,Pass,-0.0012672300000000011,77.0,38.0,74.0,18.0
Toni Kroos,Real Madrid,Pass,0.0006478500000000019,74.0,18.0,72.0,27.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.002456040000000003,69.0,30.0,71.0,55.0
Raphaël Varane,Real Madrid,Pass,0.0018699699999999986,76.0,59.0,84.0,75.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0018699699999999986,84.0,75.0,76.0,50.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0012672300000000011,75.0,46.0,77.0,17.0
Toni Kroos,Real Madrid,Pass,0.0035479100000000013,83.0,15.0,99.0,4.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.06076714,92.0,4.0,107.0,42.0
Gianluigi Buffon,Juventus,Pass,0.003908739999999999,18.0,40.0,61.0,7.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0021201799999999993,61.0,7.0,61.0,23.0
Sami Khedira,Juventus,Pass,0.004500169999999998,78.0,25.0,80.0,35.0
Toni Kroos,Real Madrid,Pass,0.0016648199999999991,48.0,46.0,53.0,29.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.00885965,78.0,18.0,92.0,3.0
Karim Benzema,Real Madrid,Pass,0.050404359999999995,110.0,7.0,107.0,37.0
Giorgio Chiellini,Juventus,Pass,-0.002378680000000001,14.0,44.0,21.0,71.0
Daniel Alves da Silva,Juventus,Pass,0.00122067,48.0,73.0,50.0,73.0
Daniel Alves da Silva,Juventus,Pass,0.0049672,50.0,74.0,71.0,80.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.00033624999999999974,56.0,1.0,42.0,15.0
Sergio Ramos García,Real Madrid,Pass,-0.00215424,50.0,30.0,48.0,59.0
Raphaël Varane,Real Madrid,Pass,0.0,51.0,54.0,59.0,54.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,0.0,58.0,54.0,51.0,53.0
Raphaël Varane,Real Madrid,Pass,0.0004446799999999994,51.0,53.0,62.0,74.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0013325099999999986,70.0,75.0,63.0,68.0
Luka Modrić,Real Madrid,Pass,-0.0034916700000000005,63.0,68.0,46.0,40.0
Sergio Ramos García,Real Madrid,Pass,0.0016648199999999991,46.0,40.0,57.0,27.0
Toni Kroos,Real Madrid,Pass,0.002495180000000003,62.0,24.0,71.0,24.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.002495180000000003,71.0,24.0,62.0,23.0
Toni Kroos,Real Madrid,Pass,0.0031145600000000023,64.0,23.0,77.0,30.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.002456040000000003,77.0,29.0,66.0,35.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0030754200000000023,66.0,34.0,70.0,45.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0008844200000000003,43.0,77.0,44.0,66.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0015522899999999996,44.0,66.0,31.0,62.0
Raphaël Varane,Real Madrid,Pass,0.0015871199999999992,31.0,58.0,40.0,26.0
Sergio Ramos García,Real Madrid,Pass,0.0020442199999999994,43.0,22.0,67.0,2.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0027146800000000006,65.0,6.0,74.0,8.0
Karim Benzema,Real Madrid,Pass,-0.0013325099999999986,74.0,8.0,63.0,10.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0025853399999999985,63.0,10.0,71.0,15.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.0018081900000000012,71.0,15.0,63.0,31.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.004326010000000002,63.0,33.0,88.0,75.0
Gianluigi Buffon,Juventus,Pass,0.0033265000000000005,8.0,13.0,17.0,36.0
Leonardo Bonucci,Juventus,Pass,0.0034640599999999997,18.0,38.0,59.0,54.0
Daniel Alves da Silva,Juventus,Pass,0.0005547,59.0,54.0,59.0,46.0
Miralem Pjanić,Juventus,Pass,-0.0026039999999999987,63.0,44.0,57.0,26.0
Giorgio Chiellini,Juventus,Pass,0.020559440000000002,57.0,26.0,103.0,4.0
Alex Sandro Lobo Silva,Juventus,Pass,0.00855131,110.0,5.0,112.0,10.0
Luka Modrić,Real Madrid,Pass,0.0002355900000000008,13.0,59.0,24.0,54.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0015645000000000017,24.0,55.0,21.0,74.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.005396860000000002,28.0,75.0,56.0,63.0
Karim Benzema,Real Madrid,Pass,0.0,56.0,63.0,56.0,68.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0016982100000000003,56.0,69.0,49.0,62.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0029675199999999995,55.0,54.0,39.0,42.0
Raphaël Varane,Real Madrid,Pass,0.0025216400000000003,39.0,39.0,56.0,15.0
Toni Kroos,Real Madrid,Pass,0.0006478500000000019,72.0,15.0,77.0,22.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0019006800000000018,77.0,22.0,76.0,8.0
Toni Kroos,Real Madrid,Pass,0.006671759999999999,76.0,8.0,82.0,23.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.002495180000000003,79.0,20.0,68.0,23.0
Sergio Ramos García,Real Madrid,Pass,0.0005945000000000013,63.0,28.0,77.0,75.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0013325099999999986,77.0,75.0,69.0,65.0
Luka Modrić,Real Madrid,Pass,0.0007380099999999973,69.0,62.0,62.0,28.0
Sergio Ramos García,Real Madrid,Pass,0.0,62.0,28.0,69.0,20.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.005124720000000001,72.0,36.0,59.0,32.0
Sergio Ramos García,Real Madrid,Pass,0.0020492999999999987,59.0,32.0,63.0,47.0
Luka Modrić,Real Madrid,Pass,0.004365150000000002,68.0,52.0,89.0,4.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.0037706500000000004,89.0,5.0,76.0,7.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.002456040000000003,72.0,21.0,64.0,45.0
Luka Modrić,Real Madrid,Pass,0.004326010000000002,69.0,49.0,89.0,76.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.00885965,91.0,76.0,78.0,69.0
Luka Modrić,Real Madrid,Pass,-0.0018081900000000012,79.0,69.0,69.0,35.0
Sergio Ramos García,Real Madrid,Pass,0.007592419999999999,77.0,31.0,90.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.007287600000000002,91.0,5.0,104.0,2.0
Karim Benzema,Real Madrid,Pass,-0.007287600000000002,104.0,2.0,94.0,6.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0019695999999999984,94.0,5.0,98.0,10.0
Karim Benzema,Real Madrid,Pass,0.005318000000000003,98.0,10.0,105.0,4.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.2195259,111.0,6.0,112.0,31.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.016147250000000002,104.0,1.0,77.0,11.0
Sergio Ramos García,Real Madrid,Pass,-0.002456040000000003,73.0,20.0,63.0,41.0
Raphaël Varane,Real Madrid,Pass,0.0012721500000000014,59.0,36.0,65.0,11.0
Toni Kroos,Real Madrid,Pass,0.0025853399999999985,64.0,11.0,76.0,15.0
Sami Khedira,Juventus,Pass,0.0005445499999999995,47.0,61.0,44.0,58.0
Leonardo Bonucci,Juventus,Pass,0.07618306999999999,45.0,60.0,100.0,35.0
Mario Mandžukić,Juventus,Pass,0.0,100.0,35.0,101.0,44.0
Toni Kroos,Real Madrid,Pass,0.002219519999999999,48.0,35.0,57.0,36.0
Karim Benzema,Real Madrid,Pass,0.004663889999999997,72.0,29.0,83.0,10.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0012271500000000015,14.0,15.0,25.0,25.0
Miralem Pjanić,Juventus,Pass,-0.0002355900000000008,25.0,25.0,16.0,23.0
Giorgio Chiellini,Juventus,Pass,-0.0003668899999999999,16.0,23.0,7.0,41.0
Gianluigi Buffon,Juventus,Pass,0.0007549299999999991,8.0,41.0,21.0,40.0
Miralem Pjanić,Juventus,Pass,-0.0013796,21.0,40.0,12.0,60.0
Leonardo Bonucci,Juventus,Pass,0.02074683,13.0,63.0,97.0,63.0
Raphaël Varane,Real Madrid,Pass,-1.3259999999999314e-05,24.0,18.0,3.0,32.0
Keylor Navas Gamboa,Real Madrid,Pass,-0.0016144000000000002,3.0,32.0,11.0,1.0
Daniel Alves da Silva,Juventus,Pass,0.0,109.0,80.0,105.0,76.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.0,106.0,76.0,105.0,79.0
Daniel Alves da Silva,Juventus,Pass,-0.007287600000000002,103.0,77.0,91.0,72.0
Miralem Pjanić,Juventus,Pass,0.06076714,91.0,72.0,108.0,37.0
Sergio Ramos García,Real Madrid,Pass,-0.0010497700000000002,12.0,45.0,11.0,58.0
Raphaël Varane,Real Madrid,Pass,-8.600000000000968e-07,12.0,55.0,35.0,9.0
Daniel Alves da Silva,Juventus,Pass,0.008311429999999998,86.0,72.0,94.0,64.0
Daniel Alves da Silva,Juventus,Pass,0.0,107.0,67.0,100.0,63.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0009752800000000002,21.0,18.0,28.0,6.0
Toni Kroos,Real Madrid,Pass,0.0015645000000000017,28.0,6.0,27.0,22.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.00058186,27.0,22.0,31.0,16.0
Luka Modrić,Real Madrid,Pass,0.0006678699999999992,34.0,12.0,48.0,6.0
Toni Kroos,Real Madrid,Pass,0.005418929999999999,75.0,14.0,84.0,20.0
Karim Benzema,Real Madrid,Pass,0.004429620000000002,84.0,20.0,92.0,51.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,0.016362579999999998,93.0,51.0,108.0,58.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.043415659999999995,108.0,58.0,105.0,45.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.0026039999999999987,61.0,41.0,54.0,24.0
Miralem Pjanić,Juventus,Pass,0.005060040000000002,54.0,24.0,70.0,25.0
Sami Khedira,Juventus,Pass,-0.004505340000000002,70.0,25.0,56.0,42.0
Leonardo Bonucci,Juventus,Pass,-0.0001100200000000006,56.0,42.0,62.0,70.0
Andrea Barzagli,Juventus,Pass,0.0013325099999999986,66.0,69.0,77.0,78.0
Daniel Alves da Silva,Juventus,Pass,-0.0013325099999999986,77.0,78.0,69.0,68.0
Miralem Pjanić,Juventus,Pass,0.0032331900000000004,68.0,67.0,71.0,54.0
Sami Khedira,Juventus,Pass,-0.0006478500000000019,71.0,54.0,78.0,61.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.005418929999999999,78.0,61.0,87.0,53.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0032505,37.0,12.0,53.0,18.0
Karim Benzema,Real Madrid,Pass,0.0004458799999999992,53.0,18.0,59.0,22.0
Leonardo Bonucci,Juventus,Pass,3.914000000000001e-05,62.0,59.0,65.0,48.0
Sami Khedira,Juventus,Pass,-3.914000000000001e-05,65.0,48.0,68.0,56.0
Miralem Pjanić,Juventus,Pass,-0.004151699999999998,86.0,54.0,76.0,47.0
Sami Khedira,Juventus,Pass,0.0012505899999999993,79.0,46.0,85.0,9.0
Alex Sandro Lobo Silva,Juventus,Pass,-0.010835510000000003,105.0,6.0,86.0,16.0
Sami Khedira,Juventus,Pass,-0.00016371999999999914,86.0,19.0,84.0,37.0
Miralem Pjanić,Juventus,Pass,0.01126177,84.0,39.0,92.0,44.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.01126177,90.0,44.0,83.0,44.0
Miralem Pjanić,Juventus,Pass,-0.004500169999999998,83.0,44.0,78.0,58.0
